BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,,,,,,,,,
transportation_v12.nlogo,,,,,,,,,,,,,,,,,
proofs-threshholds,,,,,,,,,,,,,,,,,
02/01/2025 09:58:18:046 -0500,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,
0,149,0,149,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
[run number],[step],count people,(count people with [t-type = 1]) / (count people),(count people with [t-type = 2]) / (count people),(count people with [t-type = 3]) / (count people),"count people with [type-choice = ""repetition""]","count people with [type-choice = ""imitation""]","count people with [type-choice = ""deliberation""]","count people with [type-choice = ""inquiry""]",mean [satisfaction] of people with [t-type = 1],mean [satisfaction] of people with [t-type = 2],mean [satisfaction] of people with [t-type = 3],mean [satisfaction] of people,mean [uncertainty] of people with [t-type = 1],mean [uncertainty] of people with [t-type = 2],mean [uncertainty] of people with [t-type = 3],mean [uncertainty] of people
2,542,17112,0.57515194,0.32240533,0.10244273,10499,256,167,6190,0.390094911,0.429387749,0.561631295,0.420335787,0.324938419,0.444871536,0.558586966,0.38754109
4,61,17112,0.402349229,0.262564282,0.335086489,10193,1819,109,4991,0.437554583,0.470404957,0.537878745,0.479797189,0.363182671,0.473358267,0.416686244,0.410039172
2,572,17112,0.57713885,0.323281907,0.099579243,10513,251,121,6227,0.391197339,0.428822366,0.562564699,0.420425461,0.324583975,0.446838951,0.561180539,0.387666904
21,61,17112,0.404978962,0.259642356,0.335378682,10270,1778,110,4954,0.435619549,0.471244446,0.537971396,0.479195909,0.359872247,0.473681862,0.415830322,0.408189189
2,602,17112,0.578424497,0.323749416,0.097826087,10516,221,129,6246,0.389224953,0.429054901,0.564150955,0.419232202,0.321093634,0.446519298,0.563534829,0.385417193
8,91,17112,0.426718093,0.266888733,0.306393174,10302,1381,59,5370,0.42807367,0.464502545,0.539417261,0.471911042,0.350229514,0.471525724,0.428007452,0.406432735
2,632,17112,0.579710145,0.325911641,0.094378214,10524,230,128,6230,0.390727194,0.428836053,0.565226108,0.41961621,0.319766521,0.446659089,0.566182426,0.384378579
16,91,17112,0.440392707,0.265310893,0.2942964,10244,1479,37,5352,0.423818213,0.463600351,0.541825542,0.46910198,0.353206613,0.471818564,0.43795875,0.409617905
2,662,17112,0.581346424,0.325677887,0.09297569,10535,199,128,6250,0.38979224,0.427227733,0.56368064,0.418151546,0.318984727,0.446669606,0.56607596,0.383542346
12,91,17112,0.429406265,0.264843385,0.305750351,10286,1479,39,5308,0.428726144,0.465049346,0.540120335,0.472404917,0.355836609,0.470604035,0.429123584,0.408639521
15,91,17112,0.421224871,0.264025245,0.314749883,10256,1428,62,5366,0.430316372,0.467305649,0.537989104,0.473972455,0.356615488,0.473545131,0.422174963,0.408122702
11,91,17112,0.415381019,0.266012155,0.318606826,10272,1460,70,5310,0.430646958,0.46747577,0.536692408,0.474230674,0.35812057,0.470408416,0.420085885,0.407733075
2,692,17112,0.582515194,0.326203834,0.091280972,10540,201,146,6225,0.388545883,0.428161799,0.563769851,0.417463361,0.318193367,0.446887861,0.566533471,0.382842731
2,722,17112,0.582106124,0.32830762,0.089586255,10544,193,172,6203,0.388271557,0.427307258,0.563238385,0.416761898,0.317101563,0.446525465,0.567016236,0.381981336
3,91,17112,0.425490884,0.266362786,0.30814633,10270,1429,74,5339,0.4287905,0.465970099,0.538999156,0.472654155,0.3544654,0.472781991,0.427499222,0.408485641
2,752,17112,0.582924264,0.328950444,0.088125292,10547,191,149,6225,0.389260408,0.426656199,0.564748833,0.417026739,0.316956966,0.4478401,0.568444703,0.382173462
24,91,17112,0.426250584,0.268349696,0.305399719,10233,1480,58,5341,0.426245258,0.465063995,0.54018789,0.471460302,0.355790968,0.468917518,0.431782432,0.409356215
17,91,17112,0.43472417,0.26899252,0.29628331,10300,1379,41,5392,0.429497239,0.461835561,0.541439325,0.471362578,0.353205582,0.469211858,0.435286738,0.408729679
14,91,17112,0.423796166,0.264784946,0.311418887,10298,1456,56,5302,0.428506927,0.466115284,0.538329305,0.472665817,0.356952462,0.469237836,0.426301324,0.408280484
10,91,17112,0.422218326,0.267064049,0.310717625,10275,1354,63,5420,0.429051116,0.465867837,0.538299667,0.472828989,0.354905842,0.4696975,0.428027953,0.408282896
2,782,17112,0.58228144,0.331404862,0.086313698,10547,186,132,6247,0.388149115,0.427700244,0.564860182,0.416509137,0.316539859,0.449480995,0.572266125,0.382669877
22,91,17112,0.427068724,0.261629266,0.31130201,10279,1489,58,5286,0.426349965,0.467889692,0.539681653,0.472498356,0.355150166,0.473388521,0.427771549,0.408691962
2,812,17112,0.581580178,0.332924264,0.085495559,10546,171,123,6272,0.387561763,0.427533623,0.565148487,0.416052241,0.314849882,0.449775339,0.571557654,0.381717215
19,91,17112,0.424672744,0.273609163,0.301718093,10240,1472,48,5352,0.427200917,0.462985208,0.540658525,0.47122404,0.354540548,0.468037179,0.432088656,0.408991933
2,842,17112,0.583158018,0.333800842,0.083041141,10554,179,108,6271,0.387797355,0.427152977,0.567855264,0.415886509,0.315330051,0.449577003,0.575708389,0.381763911
2,872,17112,0.582456755,0.335261805,0.08228144,10552,163,115,6282,0.386550724,0.426299746,0.565841169,0.414629329,0.312644788,0.44983543,0.572989245,0.380061087
2,902,17112,0.583333333,0.33584619,0.080820477,10557,160,102,6293,0.389405935,0.425865204,0.566619954,0.415973163,0.313691482,0.449572817,0.575086882,0.380452812
2,932,17112,0.583625526,0.337073399,0.079301075,10563,153,92,6304,0.387677861,0.425531436,0.567587418,0.414704315,0.312350894,0.448605399,0.576541724,0.37922928
2,962,17112,0.584969612,0.336956522,0.078073866,10567,137,93,6315,0.387284885,0.425145307,0.568902742,0.414221809,0.311508959,0.44713076,0.578775146,0.378074114
18,91,17112,0.432328191,0.262447405,0.305224404,10241,1501,53,5317,0.425407499,0.467058542,0.539510886,0.471165845,0.352598254,0.473479066,0.431725662,0.408474725
7,91,17112,0.42443899,0.266012155,0.309548855,10248,1408,71,5385,0.426874814,0.465174025,0.538773183,0.471700881,0.351814849,0.470403347,0.428211358,0.407009283
23,91,17112,0.431510051,0.263674614,0.304815334,10290,1408,49,5365,0.425334734,0.467330351,0.540135938,0.471401079,0.352010568,0.470827154,0.432154289,0.407768521
1,91,17112,0.412634409,0.265486209,0.321879383,10284,1508,100,5220,0.430903287,0.467301094,0.53733235,0.474823724,0.355591358,0.470741212,0.416632609,0.405809976
2,992,17112,0.585261805,0.336489014,0.078249182,10570,131,127,6284,0.386105971,0.426085993,0.566079882,0.41364162,0.310183065,0.44796924,0.575459755,0.377304283
2,1022,17112,0.58584619,0.337482468,0.076671342,10569,153,116,6274,0.386160862,0.426302925,0.56735258,0.413600317,0.311230333,0.448636268,0.577499398,0.378017633
2,1052,17112,0.585670874,0.338242169,0.076086957,10572,139,123,6278,0.388454454,0.424336957,0.566628171,0.414148126,0.310744231,0.448044744,0.576093494,0.377374672
2,1082,17112,0.585670874,0.339294063,0.075035063,10574,135,104,6299,0.388334434,0.42466281,0.568265348,0.414161564,0.310711835,0.449730283,0.578738043,0.377991332
6,91,17112,0.412342216,0.263265545,0.324392239,10288,1481,69,5274,0.432729004,0.467834972,0.537389442,0.47592223,0.359303227,0.470760468,0.417089636,0.407391541
20,91,17112,0.42128331,0.266947172,0.311769518,10295,1487,73,5257,0.427590011,0.465868154,0.539760255,0.472779516,0.354419328,0.472686735,0.424680543,0.407895783
9,91,17112,0.420932679,0.263031791,0.316035531,10238,1423,71,5380,0.429989596,0.467505181,0.538913802,0.474281307,0.35446259,0.473059536,0.424629425,0.40783257
5,91,17112,0.434548855,0.268525012,0.296926134,10234,1460,46,5372,0.422928508,0.464399544,0.541053872,0.469139026,0.351966401,0.469399363,0.435056075,0.408171584
2,1112,17112,0.586722768,0.339294063,0.07398317,10582,116,92,6322,0.390759794,0.423806439,0.570212021,0.415248769,0.309515482,0.449080557,0.58188246,0.377019656
2,91,17112,0.42443899,0.269927536,0.305633474,10278,1450,35,5349,0.429511327,0.464807946,0.539889637,0.472774163,0.352204864,0.467498744,0.43212183,0.407751157
2,1142,17112,0.585729313,0.339644694,0.074625993,10584,105,118,6305,0.389723181,0.423434943,0.565404825,0.414283619,0.307979273,0.448352861,0.578087293,0.375813497
2,1172,17112,0.58584619,0.340229079,0.073924731,10582,125,122,6283,0.388088885,0.424161519,0.566159572,0.413525672,0.31011999,0.449002964,0.577491394,0.377137376
2,1202,17112,0.585495559,0.341514727,0.072989715,10584,126,102,6300,0.385811287,0.425310408,0.567304903,0.412547986,0.309325985,0.450273874,0.578843946,0.377133804
13,91,17112,0.433496961,0.265135577,0.301367461,10277,1413,40,5382,0.427758295,0.463206395,0.541257944,0.471361949,0.35399114,0.469238571,0.433420878,0.408484873
2,1232,17112,0.586138382,0.341748481,0.072113137,10586,124,79,6323,0.387391279,0.424106462,0.567258279,0.412909411,0.30845513,0.449528863,0.580489557,0.37628412
2,1262,17112,0.585495559,0.343151005,0.071353436,10584,118,105,6305,0.386521232,0.42420089,0.567435929,0.41235993,0.307932956,0.448857468,0.581552768,0.375815058
4,91,17112,0.426542777,0.269927536,0.303529687,10260,1438,41,5373,0.42843243,0.464582596,0.540719556,0.472272831,0.354453457,0.47016766,0.432223854,0.409293531
2,1292,17112,0.586079944,0.343326321,0.070593735,10588,112,91,6321,0.387682035,0.42348819,0.568019165,0.412705902,0.308330506,0.448563009,0.582950739,0.375862484
8,121,17112,0.445652174,0.272966339,0.281381487,10332,1235,32,5513,0.422479716,0.460117198,0.541950498,0.466370348,0.344872699,0.468175471,0.439826696,0.405248502
2,1322,17112,0.586196821,0.343443198,0.070359981,10594,102,97,6319,0.389790054,0.422926504,0.566500519,0.413603888,0.307323692,0.448324157,0.582078939,0.375081116
21,91,17112,0.435483871,0.264317438,0.300198691,10318,1392,49,5353,0.423214747,0.46680839,0.54136803,0.470206768,0.351088289,0.470440935,0.435215747,0.407890227
2,1352,17112,0.584443665,0.344845722,0.070710612,10591,110,130,6281,0.387193325,0.423834651,0.566437604,0.412503402,0.307278364,0.448235556,0.579898067,0.375163955
16,121,17112,0.471715755,0.271680692,0.256603553,10280,1152,30,5650,0.416611674,0.457047745,0.545649167,0.460708853,0.347802825,0.467583025,0.459575326,0.409026013
2,1382,17112,0.58543712,0.344962599,0.069600281,10595,117,95,6305,0.388655954,0.423649375,0.56751441,0.413175974,0.30862671,0.449498763,0.582480484,0.376282599
12,121,17112,0.454534829,0.269518467,0.275946704,10333,1188,34,5557,0.419993315,0.460406372,0.542313514,0.464639236,0.350396484,0.467998892,0.44293081,0.407627047
15,121,17112,0.439457691,0.268934081,0.291608228,10281,1279,32,5520,0.424007652,0.462408375,0.541053808,0.468466537,0.350709184,0.47119896,0.432916582,0.407085345
2,1412,17112,0.585144928,0.345430108,0.069424965,10593,105,111,6303,0.386768433,0.424189168,0.566997701,0.412207092,0.306766262,0.448742824,0.581867541,0.374908138
3,121,17112,0.446470313,0.273433848,0.280095839,10293,1263,27,5529,0.42092621,0.461038806,0.543240953,0.466154202,0.349296338,0.469827126,0.442335356,0.408313377
2,1442,17112,0.586489014,0.345663862,0.067847125,10592,116,100,6304,0.389375237,0.42263959,0.569391647,0.413087118,0.307488783,0.448200439,0.585988709,0.375023137
11,121,17112,0.43314633,0.269284712,0.297568957,10313,1289,42,5468,0.425006687,0.463326803,0.540493368,0.46969096,0.353161747,0.467418311,0.429330547,0.406594763
17,121,17112,0.458333333,0.2792777,0.262388967,10322,1185,23,5582,0.419531435,0.454943909,0.546538548,0.462746614,0.347698393,0.463931391,0.455886329,0.408546998
24,121,17112,0.451905096,0.273609163,0.274485741,10298,1155,65,5594,0.421050887,0.45986075,0.543094929,0.465168971,0.350143838,0.465583263,0.444523461,0.407634983
2,1472,17112,0.584443665,0.346949509,0.068606826,10593,95,147,6277,0.389207277,0.423556336,0.566661563,0.413299241,0.305493275,0.44852943,0.580456141,0.373983928
14,121,17112,0.451496026,0.270336606,0.278167368,10321,1201,25,5565,0.419262641,0.460313293,0.54422771,0.465121339,0.35311053,0.466820344,0.446696113,0.409882911
2,1502,17112,0.584560542,0.34811828,0.067321178,10594,114,92,6312,0.388591189,0.42320187,0.567469763,0.412682116,0.307885373,0.449222686,0.584826731,0.375731494
22,121,17112,0.450619448,0.265895278,0.283485273,10309,1257,30,5516,0.422576947,0.461976145,0.542790388,0.467131748,0.349686013,0.470817777,0.443102113,0.408376465
3,2,17112,0.369623656,0.251753156,0.378623188,0,0,0,0,0,0,0,0,0,0,0,0
10,121,17112,0.440626461,0.270336606,0.289036933,10300,1198,38,5576,0.424066131,0.462000594,0.541879667,0.468373668,0.349456688,0.466114666,0.439701773,0.407077772
19,121,17112,0.447697522,0.279745208,0.27255727,10283,1283,34,5512,0.422404023,0.456910811,0.544525416,0.465342205,0.349534375,0.464453328,0.445367477,0.40780241
3,32,17112,0.401472651,0.260811127,0.337716223,10244,2381,417,4070,0.466951036,0.491705412,0.531258414,0.495124898,0.363653049,0.462049485,0.38771149,0.39744086
3,62,17112,0.425490884,0.266362786,0.30814633,10193,1850,119,4950,0.444170948,0.475683419,0.532122205,0.479666554,0.36208089,0.465187467,0.42474925,0.40885567
3,92,17112,0.446470313,0.273433848,0.280095839,10270,1429,74,5339,0.435121468,0.4698222,0.535245526,0.472654155,0.357709709,0.467294161,0.432012253,0.408485641
3,122,17112,0.469378214,0.277875175,0.252746611,10293,1263,27,5529,0.427905039,0.464080923,0.539466509,0.466154202,0.354694961,0.465401355,0.445124887,0.408313377
3,152,17112,0.489597943,0.28202431,0.228377747,10300,1037,43,5732,0.421996182,0.458634192,0.542756158,0.459907883,0.353106645,0.463368877,0.456718432,0.407865902
1,121,17112,0.430925666,0.27097943,0.298094904,10330,1276,50,5456,0.424257452,0.463454216,0.53914251,0.469125619,0.351432474,0.467966911,0.426318361,0.405334011
23,121,17112,0.456989247,0.269518467,0.273492286,10316,1156,23,5617,0.420508809,0.459794028,0.543866633,0.464834314,0.347212955,0.468460327,0.447744496,0.407385962
7,121,17112,0.446645629,0.270628799,0.282725573,10294,1200,41,5577,0.420541643,0.461149843,0.542049018,0.465884634,0.346636367,0.467500776,0.441558067,0.406182549
3,182,17112,0.505025713,0.285764376,0.209209911,10326,858,61,5867,0.416068131,0.455491468,0.544179212,0.454136024,0.351427642,0.461698888,0.470951633,0.407944839
18,121,17112,0.458099579,0.269284712,0.272615708,10269,1218,29,5596,0.417621887,0.460205699,0.543970996,0.463533808,0.347052184,0.471440307,0.45048905,0.408746518
3,212,17112,0.520453483,0.287751286,0.191795231,10344,751,76,5941,0.413358103,0.450505545,0.547574864,0.449789462,0.349737711,0.460674372,0.483078747,0.407234053
6,121,17112,0.42999065,0.266479663,0.303529687,10325,1302,58,5427,0.425437276,0.465062972,0.54008383,0.470795351,0.354020951,0.467914873,0.42577396,0.406150533
3,242,17112,0.533309958,0.290030388,0.176659654,10355,657,111,5989,0.407449435,0.448524367,0.549878663,0.444523912,0.347958373,0.458868843,0.496154626,0.406306078
3,272,17112,0.544763908,0.291491351,0.163744741,10364,586,103,6059,0.404207319,0.445749996,0.552022555,0.440520617,0.348088217,0.458941202,0.508051164,0.406593995
5,121,17112,0.46557971,0.277232352,0.257187938,10277,1148,28,5659,0.417572626,0.456435139,0.545608569,0.461275872,0.34788861,0.466161,0.457430062,0.408850283
3,302,17112,0.552419355,0.291666667,0.155913978,10384,496,122,6110,0.400517907,0.443337673,0.554029641,0.436941631,0.344547715,0.458544855,0.515860207,0.404506893
9,121,17112,0.437938289,0.267473118,0.294588593,10289,1253,29,5541,0.427152411,0.462797422,0.541151318,0.470269271,0.349550162,0.470431181,0.434207934,0.406821799
20,121,17112,0.440801777,0.273959794,0.285238429,10316,1246,41,5509,0.422872379,0.460466304,0.542665277,0.467341141,0.349885319,0.470133307,0.436186588,0.407444871
3,332,17112,0.558263207,0.294179523,0.14755727,10407,452,118,6135,0.398208157,0.443196248,0.555543135,0.434658652,0.340456363,0.458684776,0.523227294,0.40220592
3,362,17112,0.561360449,0.294588593,0.144050958,10419,389,135,6169,0.396331105,0.440788146,0.556295042,0.432470601,0.336641487,0.459493409,0.525822514,0.40008397
2,121,17112,0.445827489,0.279336138,0.274836372,10311,1206,18,5577,0.421414158,0.45839565,0.544372322,0.465537801,0.347039896,0.464057629,0.448185932,0.407525787
3,392,17112,0.565100514,0.295932679,0.138966807,10437,377,124,6174,0.397454565,0.440668237,0.555713953,0.432235704,0.335446123,0.459165951,0.529311919,0.398999774
13,121,17112,0.460086489,0.268641889,0.271271622,10312,1164,35,5601,0.415277529,0.460242423,0.544915716,0.462524144,0.348565705,0.466143466,0.449719929,0.407592287
3,422,17112,0.568782141,0.296341748,0.13487611,10452,361,138,6161,0.394158417,0.44010201,0.556954841,0.42973077,0.332254077,0.45905951,0.530563741,0.396579057
3,452,17112,0.572346891,0.297568957,0.130084151,10466,357,136,6153,0.39597607,0.43913221,0.55656695,0.429708326,0.330841333,0.458049333,0.532516832,0.394929271
4,121,17112,0.4485741,0.276589528,0.274836372,10286,1257,25,5544,0.422722044,0.457671144,0.544095375,0.465746405,0.348363866,0.466356701,0.446032899,0.407842451
3,482,17112,0.574918186,0.298387097,0.126694717,10473,325,130,6184,0.394634791,0.438022985,0.556562224,0.428096618,0.329529715,0.458724846,0.53495528,0.394106209
8,151,17112,0.464527817,0.278517999,0.256954184,10351,1091,40,5630,0.416865663,0.455507381,0.545650158,0.460719792,0.341124203,0.465570809,0.453275334,0.404602525
3,512,17112,0.578073866,0.298971482,0.122954652,10477,312,89,6234,0.391900176,0.43826518,0.558499124,0.426246106,0.327159197,0.460723715,0.539732571,0.393228064
16,151,17112,0.499064984,0.278517999,0.222417017,10301,950,56,5805,0.40813844,0.450754087,0.551547548,0.451904291,0.344009789,0.465255834,0.48299449,0.408691557
3,542,17112,0.579008883,0.300374007,0.120617111,10491,270,115,6236,0.390967516,0.437242208,0.559252923,0.425165331,0.323566373,0.460392965,0.539935147,0.390763301
12,151,17112,0.478027115,0.273842917,0.248129967,10348,1062,45,5657,0.412513334,0.4555674,0.547534423,0.457806163,0.347342171,0.466274051,0.460123317,0.407895206
3,572,17112,0.578424497,0.302711547,0.118863955,10495,267,139,6211,0.390706762,0.437742289,0.557954672,0.424824708,0.322065278,0.461127335,0.53981119,0.390043109
15,151,17112,0.455937354,0.270745676,0.273316971,10308,1114,40,5650,0.418758501,0.460613173,0.542385261,0.463879764,0.347417889,0.468487935,0.440425357,0.4056176
17,151,17112,0.482643759,0.288277232,0.229079009,10332,949,43,5788,0.414808769,0.448107566,0.55193422,0.455820617,0.345275482,0.45927373,0.477822312,0.408502278
3,151,17112,0.469378214,0.277875175,0.252746611,10300,1037,43,5732,0.415954699,0.455995447,0.54583519,0.459907883,0.346800252,0.465925989,0.457438984,0.407865902
3,602,17112,0.579301075,0.304347826,0.116351099,10514,244,114,6240,0.389138105,0.437803768,0.558971625,0.423709711,0.322246155,0.462036001,0.541851746,0.390342242
11,151,17112,0.45056101,0.273842917,0.275596073,10333,1159,29,5591,0.420000405,0.459277669,0.542917496,0.464631673,0.349233652,0.465308227,0.439185054,0.405810105
21,121,17112,0.463242169,0.272206639,0.264551192,10353,1150,32,5577,0.420343294,0.458233316,0.546395754,0.464004538,0.345726023,0.468247154,0.455589745,0.408141667
3,632,17112,0.581463301,0.305691912,0.112844787,10523,266,106,6217,0.391620055,0.436865089,0.559791465,0.424428363,0.320556921,0.462182845,0.542831765,0.388933378
10,151,17112,0.458158018,0.274719495,0.267122487,10324,1047,51,5690,0.41852303,0.458277588,0.543789458,0.462905862,0.346252624,0.464002653,0.450318093,0.406399079
24,151,17112,0.471540439,0.280329593,0.248129967,10319,997,61,5735,0.414696641,0.455586671,0.546203395,0.458790093,0.346613432,0.463538633,0.459258429,0.407341626
19,151,17112,0.469904161,0.286173446,0.243922394,10305,1057,62,5688,0.41442688,0.452367783,0.547442815,0.457730124,0.347043846,0.461861522,0.4594243,0.407313725
3,662,17112,0.581989247,0.307152875,0.110857878,10536,228,131,6217,0.389065081,0.436138087,0.560257202,0.422501685,0.318067234,0.461495456,0.543819585,0.387148051
22,151,17112,0.474871435,0.271680692,0.253447873,10320,1012,38,5742,0.415656178,0.458202316,0.545267785,0.460064929,0.347445435,0.46906363,0.460917708,0.409246057
3,692,17112,0.583041141,0.307795699,0.10916316,10546,205,126,6235,0.390277174,0.435255628,0.559844621,0.422631867,0.31782434,0.461703394,0.544973551,0.38690602
14,151,17112,0.481358111,0.273316971,0.245324918,10328,991,49,5744,0.414097039,0.455291825,0.547815872,0.458160835,0.35094072,0.464447385,0.467604187,0.410584474
3,722,17112,0.582106124,0.309607293,0.108286583,10548,201,133,6230,0.38931007,0.435124756,0.559844836,0.421961258,0.315731161,0.462715915,0.543949537,0.385951701
3,752,17112,0.582398317,0.311594203,0.10600748,10555,197,110,6250,0.388109466,0.434062032,0.561332276,0.420790933,0.315798867,0.462224603,0.546878036,0.385920398
3,782,17112,0.583508649,0.311944834,0.104546517,10557,178,91,6286,0.391559994,0.433862514,0.562528522,0.422630211,0.314012393,0.463534319,0.548524638,0.385172424
3,812,17112,0.583917719,0.312938289,0.103143993,10561,196,105,6250,0.38903562,0.433479996,0.561713725,0.420754676,0.313150971,0.46261457,0.548044884,0.38415175
3,842,17112,0.583158018,0.314223936,0.102618046,10564,176,129,6243,0.387356353,0.434792038,0.559997761,0.419977905,0.312495629,0.462402844,0.547912702,0.383758104
3,872,17112,0.58345021,0.315451145,0.101098644,10571,182,118,6241,0.388985338,0.433004429,0.559883407,0.420148773,0.313162713,0.46281574,0.548382326,0.384151316
18,151,17112,0.485156615,0.274953249,0.239890136,10304,1007,41,5760,0.411103155,0.45478609,0.549009889,0.456196385,0.345548938,0.469192212,0.469936494,0.409384406
23,151,17112,0.479195886,0.274953249,0.245850865,10326,1001,27,5758,0.413116309,0.45537996,0.547195253,0.457700262,0.344282984,0.467407849,0.463720328,0.40750034
1,151,17112,0.445126227,0.275245442,0.279628331,10371,1109,61,5571,0.420476508,0.460077626,0.54076154,0.465011638,0.347553306,0.465120123,0.433406095,0.403919909
7,151,17112,0.466690042,0.276180458,0.2571295,10320,970,43,5779,0.414698657,0.457201897,0.544586396,0.459835191,0.343876948,0.466059315,0.454554991,0.40607992
6,151,17112,0.445827489,0.270804114,0.283368396,10330,1146,39,5597,0.421331948,0.46092556,0.541260493,0.466038021,0.350827072,0.466052566,0.43681707,0.406397458
3,902,17112,0.583625526,0.317087424,0.09928705,10573,178,113,6248,0.387868828,0.434032996,0.560151678,0.419612361,0.312966858,0.462500511,0.549399279,0.383856777
3,932,17112,0.583742403,0.318256194,0.098001403,10573,175,107,6257,0.389214252,0.432572901,0.561053658,0.419853914,0.312488846,0.462838504,0.550407928,0.38365496
3,962,17112,0.582924264,0.319249649,0.097826087,10578,155,109,6270,0.387577857,0.432453622,0.560092005,0.418780813,0.31087315,0.463811323,0.549146762,0.383007984
3,992,17112,0.584852735,0.319541842,0.095605423,10577,178,98,6259,0.389328168,0.432294762,0.563186854,0.419679626,0.312750647,0.463424535,0.552039976,0.383774616
3,1022,17112,0.584560542,0.320476858,0.094962599,10583,161,126,6242,0.388210525,0.431021949,0.562497816,0.41848137,0.310349726,0.462231857,0.550337663,0.381814313
5,151,17112,0.490942029,0.283543712,0.225514259,10311,907,51,5843,0.40976163,0.451136648,0.549943127,0.453106183,0.344333403,0.463417954,0.476144769,0.407824421
9,151,17112,0.457515194,0.269810659,0.272674147,10321,1065,30,5696,0.420671744,0.460340871,0.543029941,0.464738814,0.347522767,0.467409336,0.444743124,0.406378919
3,1052,17112,0.584618981,0.321470313,0.093910706,10583,154,97,6278,0.387771149,0.432069555,0.562873231,0.418455731,0.310195569,0.463736631,0.551169978,0.382184539
3,1082,17112,0.585086489,0.321762506,0.093151005,10584,156,98,6274,0.389031256,0.432491952,0.562612442,0.41918454,0.30986713,0.462936526,0.551642811,0.38164077
20,151,17112,0.459326788,0.279628331,0.261044881,10344,1020,42,5706,0.419386064,0.456482906,0.5441832,0.462337046,0.346851466,0.467179267,0.448006052,0.406904415
2,151,17112,0.469202899,0.28798504,0.242812062,10339,993,35,5745,0.41531898,0.451783464,0.548967815,0.458271755,0.345010555,0.460416672,0.468036673,0.408118015
3,1112,17112,0.583800842,0.3235741,0.092625058,10586,143,106,6277,0.38727185,0.432025824,0.562283062,0.417963501,0.308163064,0.462161034,0.551052105,0.38049043
3,1142,17112,0.583976157,0.324918186,0.091105657,10588,151,82,6291,0.38658968,0.431487121,0.564457599,0.417382449,0.307853956,0.462762815,0.553489329,0.380565434
13,151,17112,0.486442263,0.271856007,0.24170173,10346,937,67,5762,0.41362766,0.454812114,0.547159761,0.457098841,0.34445939,0.464228437,0.466716235,0.406569016
3,1172,17112,0.583158018,0.326086957,0.090755026,10591,139,108,6274,0.386877787,0.430539743,0.564013365,0.417191325,0.306507263,0.46133424,0.553374165,0.379398733
8,181,17112,0.486500701,0.285063114,0.228436185,10351,899,79,5783,0.409442578,0.451668757,0.5482806,0.453195332,0.34038256,0.464118812,0.47272005,0.405885873
3,1202,17112,0.583333333,0.326671342,0.089995325,10590,132,101,6289,0.388821438,0.430397716,0.563856228,0.418155529,0.307493826,0.461710899,0.553512279,0.380012635
4,151,17112,0.469436653,0.282959327,0.247604021,10304,1042,32,5734,0.416676024,0.451928018,0.547786475,0.459114379,0.34526533,0.463627465,0.461641484,0.407572204
3,1232,17112,0.583742403,0.327372604,0.088884993,10594,137,77,6304,0.388211201,0.430062206,0.565206486,0.417644298,0.306719361,0.462467855,0.554655905,0.379744989
16,181,17112,0.523842917,0.283952782,0.192204301,10340,750,102,5920,0.402644429,0.446257061,0.555779794,0.444461633,0.341027254,0.463536602,0.506434102,0.407606032
